,index,tavg,tmin,tmax,prcp,wspd,pres,tsun,mrc,time
7088,2022-09-01,8.8,9.8,19.7,60.9,12.0,1014.3,,Bellechasse,
7089,2022-10-01,3.0,3.6,14.8,76.7,12.1,1017.2,,Bellechasse,
7090,2022-11-01,-8.6,-0.6,5.9,109.8,13.7,1016.4,,Bellechasse,
7091,2022-12-01,-11.5,-5.1,0.4,125.9,15.5,1018.9,,Bellechasse,
7092,2023-01-01,-20.5,-8.8,-3.2,101.2,16.4,1016.1,,Bellechasse,
7093,2023-02-01,-26.8,-12.0,-4.3,81.7,17.8,1016.0,,Bellechasse,
7094,2023-03-01,-1.1,-6.4,2.4,36.9,,,,Bellechasse,
7095,2023-04-01,-4.1,1.2,9.2,87.6,17.1,1016.3,,Bellechasse,
7096,2023-05-01,2.5,7.6,17.5,63.7,17.0,1014.7,,Bellechasse,
7097,2023-06-01,10.1,13.6,21.0,85.3,17.4,1012.0,,Bellechasse,
7098,2023-07-01,15.8,17.7,26.1,206.9,12.2,1011.0,,Bellechasse,
7099,2023-08-01,12.4,14.4,23.0,191.4,12.5,1011.2,,Bellechasse,
7100,2023-09-01,7.4,13.1,22.0,98.6,12.5,1017.8,,Bellechasse,
7101,2023-10-01,2.8,8.0,15.7,104.1,13.4,1011.8,,Bellechasse,
7102,2023-11-01,-5.6,-3.9,3.4,66.9,13.6,1016.6,,Bellechasse,
7103,2023-12-01,-11.5,-6.7,0.3,92.1,15.3,1019.2,,Bellechasse,
7104,2016-01-01,-12.1,-13.4,-3.6,40.0,,,,Les Etchemins,
7105,2016-02-01,-10.7,-14.0,-4.2,135.9,,,,Les Etchemins,
7106,2016-03-01,-10.7,-8.6,2.1,117.0,,,,Les Etchemins,
7107,2016-04-01,0.8,-5.1,5.7,43.4,,,,Les Etchemins,
7108,2016-05-01,13.8,4.7,18.7,70.0,,,,Les Etchemins,
7109,2016-06-01,14.7,9.1,20.8,94.0,,,,Les Etchemins,
7110,2016-07-01,17.0,13.0,24.4,142.6,,,,Les Etchemins,
7111,2016-08-01,17.5,12.6,23.4,152.6,,,,Les Etchemins,
7112,2016-09-01,13.0,7.4,,,,,,Les Etchemins,
7113,2016-10-01,6.4,1.3,12.8,168.7,,,,Les Etchemins,
7114,2016-11-01,1.5,-1.4,5.5,105.0,,,,Les Etchemins,
7115,2016-12-01,-13.2,-12.2,-3.5,112.0,5.7,1014.5,,Les Etchemins,
7116,2017-01-01,-13.2,-12.4,-2.7,96.1,,,,Les Etchemins,
7117,2017-02-01,-13.0,-14.1,-1.2,84.1,,,,Les Etchemins,
7118,2017-03-01,-11.6,-12.8,-0.7,111.7,,,,Les Etchemins,
7119,2017-04-01,0.5,0.2,10.5,,,,,Les Etchemins,
7120,2017-05-01,9.9,4.2,16.6,102.1,,,,Les Etchemins,
7121,2017-06-01,14.7,9.0,22.7,78.0,,,,Les Etchemins,
7122,2017-07-01,18.0,10.9,24.4,,,,,Les Etchemins,
7123,2017-08-01,15.2,9.1,23.2,113.8,,,,Les Etchemins,
7124,2017-09-01,14.4,7.3,22.7,45.2,,,,Les Etchemins,
7125,2017-10-01,7.4,3.2,17.0,239.4,6.9,,,Les Etchemins,
7126,2017-11-01,-3.3,-6.3,4.1,75.0,,,,Les Etchemins,
7127,2017-12-01,-15.9,-15.4,-6.7,97.4,,,,Les Etchemins,
7128,2018-01-01,-15.8,-17.2,-6.2,106.1,,1018.2,,Les Etchemins,
7129,2018-02-01,-14.4,-13.4,-0.2,,,,,Les Etchemins,
7130,2018-03-01,-3.3,-8.4,2.3,,,,,Les Etchemins,
7131,2018-04-01,-2.1,-4.4,6.6,127.8,,,,Les Etchemins,
7132,2018-05-01,9.6,3.3,20.7,60.1,,,,Les Etchemins,
7133,2018-06-01,15.3,7.1,22.1,73.0,,,,Les Etchemins,
7134,2018-07-01,20.0,12.7,27.5,129.4,,,,Les Etchemins,
7135,2018-08-01,19.8,12.4,26.7,,,,,Les Etchemins,
7136,2018-09-01,11.8,6.8,21.0,88.0,,,,Les Etchemins,
7137,2018-10-01,2.7,0.5,8.5,102.4,,,,Les Etchemins,
7138,2018-11-01,-5.9,-6.3,0.4,118.0,,,,Les Etchemins,
7139,2018-12-01,-13.0,-13.4,-1.8,100.5,5.8,1016.8,,Les Etchemins,
7140,2019-01-01,-19.1,-18.4,-7.1,127.0,,,,Les Etchemins,
7141,2019-02-01,-17.7,-17.3,-4.2,65.1,,,,Les Etchemins,
7142,2019-03-01,-9.4,-12.5,1.9,57.1,,,,Les Etchemins,
7143,2019-04-01,-0.9,-2.3,7.5,154.5,,,,Les Etchemins,
7144,2019-05-01,7.4,2.7,14.9,,,,,Les Etchemins,
7145,2019-06-01,14.8,7.0,22.8,126.7,6.5,1011.6,,Les Etchemins,
7146,2019-07-01,21.0,11.8,27.3,56.8,5.4,1012.8,,Les Etchemins,
7147,2019-08-01,16.3,9.6,24.5,178.2,5.3,1013.6,,Les Etchemins,
7148,2019-09-01,11.3,6.1,18.2,142.8,,,,Les Etchemins,
7149,2019-10-01,8.3,1.1,12.8,236.4,,,,Les Etchemins,
7150,2019-11-01,-5.8,-7.5,1.0,105.8,,,,Les Etchemins,
7151,2019-12-01,-11.7,-11.5,-1.7,46.1,,,,Les Etchemins,
7152,2020-01-01,-7.5,-12.6,-3.0,,,,,Les Etchemins,
7153,2020-02-01,-11.6,-15.7,-2.2,63.6,6.4,1014.3,,Les Etchemins,
7154,2020-03-01,-8.9,-8.7,3.8,92.5,,,,Les Etchemins,
7155,2020-04-01,0.3,-3.7,8.5,59.2,8.9,1010.2,,Les Etchemins,
7156,2020-05-01,8.2,2.7,17.6,69.4,7.3,1013.9,,Les Etchemins,
7157,2020-06-01,16.5,8.5,24.6,53.2,6.3,1013.6,,Les Etchemins,
7158,2020-07-01,19.7,13.7,26.8,,,,,Les Etchemins,
7159,2020-08-01,18.8,10.6,23.9,90.7,5.4,1012.4,,Les Etchemins,
7160,2020-09-01,11.2,5.2,19.9,34.0,5.7,1017.3,,Les Etchemins,
7161,2020-10-01,2.5,0.7,11.3,,6.2,1017.8,,Les Etchemins,
7162,2020-11-01,0.6,-3.7,7.2,76.4,6.3,1017.2,,Les Etchemins,
7163,2020-12-01,-3.7,-8.1,-0.4,106.6,12.1,1014.9,,Les Etchemins,
7164,2021-01-01,-8.1,-12.6,-3.9,44.0,10.5,1015.3,,Les Etchemins,
7165,2021-02-01,-9.2,-16.4,-2.9,53.6,11.8,1018.6,,Les Etchemins,
7166,2021-03-01,-1.7,-9.7,4.3,70.9,,,,Les Etchemins,
7167,2021-04-01,8.1,-1.3,11.9,45.8,13.5,1011.2,,Les Etchemins,
7168,2021-05-01,13.0,2.6,18.0,117.2,11.5,1016.0,,Les Etchemins,
7169,2021-06-01,20.2,10.6,24.7,93.4,5.0,1011.8,,Les Etchemins,
7170,2021-07-01,18.8,10.7,23.3,75.1,9.4,1014.5,,Les Etchemins,
7171,2021-08-01,12.7,12.8,27.0,58.6,9.1,1016.2,,Les Etchemins,
7172,2021-09-01,6.9,7.2,20.6,85.6,10.6,1014.3,,Les Etchemins,
7173,2021-10-01,3.8,3.0,15.3,69.3,9.8,1015.5,,Les Etchemins,
7174,2021-11-01,-5.8,-5.2,4.5,59.8,11.0,1015.7,,Les Etchemins,
7175,2021-12-01,-14.0,-11.6,-1.5,73.5,11.8,1015.2,,Les Etchemins,
7176,2022-01-01,-25.6,-22.0,-7.9,62.4,10.8,1017.8,,Les Etchemins,
7177,2022-02-01,-25.5,-16.0,-2.9,86.5,12.7,1020.3,,Les Etchemins,
7178,2022-03-01,-2.7,-8.1,2.2,78.3,,,,Les Etchemins,
7179,2022-04-01,-7.5,-1.7,9.4,115.2,12.8,1014.1,,Les Etchemins,
7180,2022-05-01,1.6,4.0,20.6,138.6,10.6,1016.3,,Les Etchemins,
7181,2022-06-01,10.0,8.4,22.4,94.1,10.3,1012.5,,Les Etchemins,
7182,2022-07-01,11.7,11.6,25.8,123.8,11.4,1011.1,,Les Etchemins,
7183,2022-08-01,12.0,12.2,24.7,188.2,8.9,1014.9,,Les Etchemins,
7184,2022-09-01,8.8,6.8,19.0,76.4,9.9,1014.7,,Les Etchemins,
7185,2022-10-01,3.0,0.5,15.9,62.8,9.9,1017.8,,Les Etchemins,
7186,2022-11-01,-8.6,-3.5,5.4,120.1,12.0,1016.9,,Les Etchemins,
7187,2022-12-01,-11.5,-7.3,-0.1,107.3,13.2,1019.1,,Les Etchemins,
7188,2023-01-01,-20.5,-11.4,-3.3,100.4,11.8,1015.9,,Les Etchemins,
7189,2023-02-01,-26.8,-14.7,-3.9,61.0,14.1,1016.0,,Les Etchemins,
7190,2023-03-01,-1.1,-7.4,2.4,51.9,,,,Les Etchemins,
7191,2023-04-01,-4.1,-1.4,9.6,75.2,14.6,1016.4,,Les Etchemins,
7192,2023-05-01,2.5,3.8,16.3,82.1,14.3,1014.9,,Les Etchemins,
7193,2023-06-01,10.1,10.8,20.4,130.4,11.0,1011.8,,Les Etchemins,
7194,2023-07-01,15.8,16.1,24.6,215.5,10.1,1012.0,,Les Etchemins,
7195,2023-08-01,12.4,12.3,21.0,178.2,11.6,1011.9,,Les Etchemins,
7196,2023-09-01,7.4,11.2,20.7,116.7,9.9,1018.1,,Les Etchemins,
7197,2023-10-01,2.8,6.3,14.1,119.3,12.0,1012.2,,Les Etchemins,
7198,2023-11-01,-5.6,-5.2,2.3,55.9,13.0,1017.2,,Les Etchemins,
7199,2023-12-01,-11.5,-7.6,0.4,117.4,12.2,1019.2,,Les Etchemins,
7200,2016-01-01,-12.1,,,,,,,Caniapiscau,2016-01-01
7201,2016-02-01,-10.7,,,,,,,Caniapiscau,2016-02-01
7202,2016-03-01,-10.7,,,,,,,Caniapiscau,2016-03-01
7203,2016-04-01,0.8,,,,,,,Caniapiscau,2016-04-01
7204,2016-05-01,13.8,,,,,,,Caniapiscau,2016-05-01
7205,2016-06-01,14.7,,,,,,,Caniapiscau,2016-06-01
7206,2016-07-01,17.0,,,,,,,Caniapiscau,2016-07-01
7207,2016-08-01,17.5,,,,,,,Caniapiscau,2016-08-01
7208,2016-09-01,13.0,,,,,,,Caniapiscau,2016-09-01
7209,2016-10-01,6.4,,,,,,,Caniapiscau,2016-10-01
7210,2016-11-01,1.5,,,,,,,Caniapiscau,2016-11-01
7211,2016-12-01,-13.2,,,,,,,Caniapiscau,2016-12-01
7212,2017-01-01,-13.2,,,,,,,Caniapiscau,2017-01-01
7213,2017-02-01,-13.0,,,,,,,Caniapiscau,2017-02-01
7214,2017-03-01,-11.6,,,,,,,Caniapiscau,2017-03-01
7215,2017-04-01,0.5,,,,,,,Caniapiscau,2017-04-01
7216,2017-05-01,9.9,,,,,,,Caniapiscau,2017-05-01
7217,2017-06-01,14.7,,,,,,,Caniapiscau,2017-06-01
7218,2017-07-01,18.0,,,,,,,Caniapiscau,2017-07-01
7219,2017-08-01,15.2,,,,,,,Caniapiscau,2017-08-01
7220,2017-09-01,14.4,,,,,,,Caniapiscau,2017-09-01
7221,2017-10-01,7.4,,,,,,,Caniapiscau,2017-10-01
7222,2017-11-01,-3.3,,,,,,,Caniapiscau,2017-11-01
7223,2017-12-01,-15.9,,,,,,,Caniapiscau,2017-12-01
7224,2018-01-01,-15.8,,,,,,,Caniapiscau,2018-01-01
7225,2018-02-01,-14.4,,,,,,,Caniapiscau,2018-02-01
7226,2018-03-01,-3.3,,,,,,,Caniapiscau,2018-03-01
7227,2018-04-01,-2.1,,,,,,,Caniapiscau,2018-04-01
7228,2018-05-01,9.6,,,,,,,Caniapiscau,2018-05-01
7229,2018-06-01,15.3,,,,,,,Caniapiscau,2018-06-01
7230,2018-07-01,20.0,,,,,,,Caniapiscau,2018-07-01
7231,2018-08-01,19.8,,,,,,,Caniapiscau,2018-08-01
7232,2018-09-01,11.8,,,,,,,Caniapiscau,2018-09-01
7233,2018-10-01,2.7,,,,,,,Caniapiscau,2018-10-01
7234,2018-11-01,-5.9,,,,,,,Caniapiscau,2018-11-01
7235,2018-12-01,-13.0,,,,,,,Caniapiscau,2018-12-01
7236,2019-01-01,-19.1,,,,,,,Caniapiscau,2019-01-01
7237,2019-02-01,-17.7,,,,,,,Caniapiscau,2019-02-01
7238,2019-03-01,-9.4,,,,,,,Caniapiscau,2019-03-01
7239,2019-04-01,-0.9,,,,,,,Caniapiscau,2019-04-01
7240,2019-05-01,7.4,,,,,,,Caniapiscau,2019-05-01
7241,2019-06-01,14.8,,,,,,,Caniapiscau,2019-06-01
7242,2019-07-01,21.0,,,,,,,Caniapiscau,2019-07-01
7243,2019-08-01,16.3,,,,,,,Caniapiscau,2019-08-01
7244,2019-09-01,11.3,,,,,,,Caniapiscau,2019-09-01
7245,2019-10-01,8.3,,,,,,,Caniapiscau,2019-10-01
7246,2019-11-01,-5.8,,,,,,,Caniapiscau,2019-11-01
7247,2019-12-01,-11.7,,,,,,,Caniapiscau,2019-12-01
7248,2020-01-01,-7.5,,,,,,,Caniapiscau,2020-01-01
7249,2020-02-01,-11.6,,,,,,,Caniapiscau,2020-02-01
7250,2020-03-01,-8.9,,,,,,,Caniapiscau,2020-03-01
7251,2020-04-01,0.3,,,,,,,Caniapiscau,2020-04-01
7252,2020-05-01,8.2,,,,,,,Caniapiscau,2020-05-01
7253,2020-06-01,16.5,,,,,,,Caniapiscau,2020-06-01
7254,2020-07-01,19.7,,,,,,,Caniapiscau,2020-07-01
7255,2020-08-01,18.8,,,,,,,Caniapiscau,2020-08-01
7256,2020-09-01,11.2,,,,,,,Caniapiscau,2020-09-01
7257,2020-10-01,2.5,,,,,,,Caniapiscau,2020-10-01
7258,2020-11-01,0.6,,,,,,,Caniapiscau,2020-11-01
7259,2020-12-01,-3.7,,,,,,,Caniapiscau,2020-12-01
7260,2021-01-01,-8.1,,,,,,,Caniapiscau,2021-01-01
7261,2021-02-01,-9.2,,,,,,,Caniapiscau,2021-02-01
7262,2021-03-01,-1.7,,,,,,,Caniapiscau,2021-03-01
7263,2021-04-01,8.1,,,,,,,Caniapiscau,2021-04-01
7264,2021-05-01,13.0,,,,,,,Caniapiscau,2021-05-01
7265,2021-06-01,20.2,,,,,,,Caniapiscau,2021-06-01
7266,2021-07-01,18.8,,,,,,,Caniapiscau,2021-07-01
7267,2021-08-01,12.7,,,,,,,Caniapiscau,2021-08-01
7268,2021-09-01,6.9,,,,,,,Caniapiscau,2021-09-01
7269,2021-10-01,3.8,,,,,,,Caniapiscau,2021-10-01
7270,2021-11-01,-5.8,,,,,,,Caniapiscau,2021-11-01
7271,2021-12-01,-14.0,,,,,,,Caniapiscau,2021-12-01
7272,2022-01-01,-25.6,,,,,,,Caniapiscau,2022-01-01
7273,2022-02-01,-25.5,,,,,,,Caniapiscau,2022-02-01
7274,2022-03-01,-2.7,,,,,,,Caniapiscau,2022-03-01
7275,2022-04-01,-7.5,,,,,,,Caniapiscau,2022-04-01
7276,2022-05-01,1.6,,,,,,,Caniapiscau,2022-05-01
7277,2022-06-01,10.0,,,,,,,Caniapiscau,2022-06-01
7278,2022-07-01,11.7,,,,,,,Caniapiscau,2022-07-01
7279,2022-08-01,12.0,,,,,,,Caniapiscau,2022-08-01
7280,2022-09-01,8.8,,,,,,,Caniapiscau,2022-09-01
7281,2022-10-01,3.0,,,,,,,Caniapiscau,2022-10-01
7282,2022-11-01,-8.6,,,,,,,Caniapiscau,2022-11-01
7283,2022-12-01,-11.5,,,,,,,Caniapiscau,2022-12-01
7284,2023-01-01,-20.5,,,,,,,Caniapiscau,2023-01-01
7285,2023-02-01,-26.8,,,,,,,Caniapiscau,2023-02-01
7286,2023-03-01,-1.1,,,,,,,Caniapiscau,2023-03-01
7287,2023-04-01,-4.1,,,,,,,Caniapiscau,2023-04-01
7288,2023-05-01,2.5,,,,,,,Caniapiscau,2023-05-01
7289,2023-06-01,10.1,,,,,,,Caniapiscau,2023-06-01
7290,2023-07-01,15.8,,,,,,,Caniapiscau,2023-07-01
7291,2023-08-01,12.4,,,,,,,Caniapiscau,2023-08-01
7292,2023-09-01,7.4,,,,,,,Caniapiscau,2023-09-01
7293,2023-10-01,2.8,,,,,,,Caniapiscau,2023-10-01
7294,2023-11-01,-5.6,,,,,,,Caniapiscau,2023-11-01
7295,2023-12-01,-11.5,,,,,,,Caniapiscau,2023-12-01
7296,2016-01-01,-12.1,-11.4,-2.9,39.0,9.5,1012.6,,Montmagny,
7297,2016-02-01,-10.7,-12.4,-2.3,152.1,,,,Montmagny,
7298,2016-03-01,-10.7,-8.8,1.1,104.8,,,,Montmagny,
7299,2016-04-01,0.8,-4.0,7.2,47.0,,,,Montmagny,
7300,2016-05-01,13.8,5.8,17.8,79.1,,,,Montmagny,
7301,2016-06-01,14.7,11.3,22.3,104.1,7.3,1010.0,,Montmagny,
7302,2016-07-01,17.0,13.9,24.5,139.2,7.5,1011.4,,Montmagny,
7303,2016-08-01,17.5,14.1,25.4,65.0,,,,Montmagny,
7304,2016-09-01,13.0,9.6,,,,,,Montmagny,
7305,2016-10-01,6.4,4.5,12.8,,,,,Montmagny,
7306,2016-11-01,1.5,0.6,7.0,70.1,,,,Montmagny,
7307,2016-12-01,-13.2,-11.8,-2.6,105.0,8.2,1015.2,,Montmagny,
7308,2017-01-01,-13.2,-10.9,-2.7,86.1,,,,Montmagny,
7309,2017-02-01,-13.0,-12.4,-2.3,53.1,,,,Montmagny,
7310,2017-03-01,-11.6,-11.1,-1.3,61.0,,,,Montmagny,
7311,2017-04-01,0.5,-0.4,7.4,133.4,,,,Montmagny,
7312,2017-05-01,9.9,6.1,15.7,111.4,,,,Montmagny,
7313,2017-06-01,14.7,11.0,22.4,98.9,,,,Montmagny,
7314,2017-07-01,18.0,13.8,24.7,66.0,,,,Montmagny,
7315,2017-08-01,15.2,12.7,23.6,98.0,,,,Montmagny,
7316,2017-09-01,14.4,10.2,21.2,43.0,,,,Montmagny,
7317,2017-10-01,7.4,5.5,16.2,207.0,7.7,1015.9,,Montmagny,
7318,2017-11-01,-3.3,-4.6,3.9,146.0,,,,Montmagny,
7319,2017-12-01,-15.9,-13.8,-6.1,84.0,8.9,1015.1,,Montmagny,
7320,2018-01-01,-15.8,-16.4,-6.5,116.2,9.7,1018.8,,Montmagny,
7321,2018-02-01,-14.4,-13.1,-1.6,,,,,Montmagny,
7322,2018-03-01,-3.3,-4.4,1.0,,,,,Montmagny,
7323,2018-04-01,-2.1,-3.2,6.4,96.5,,,,Montmagny,
7324,2018-05-01,9.6,4.6,18.7,42.8,,,,Montmagny,
7325,2018-06-01,15.3,9.6,21.3,100.5,,,,Montmagny,
7326,2018-07-01,20.0,15.2,27.3,107.0,,,,Montmagny,
7327,2018-08-01,19.8,15.2,25.8,131.9,,,,Montmagny,
7328,2018-09-01,11.8,9.4,20.0,77.7,,,,Montmagny,
7329,2018-10-01,2.7,1.0,7.9,,,,,Montmagny,
7330,2018-11-01,-5.9,-5.7,1.1,116.2,,,,Montmagny,
7331,2018-12-01,-13.0,-11.5,-3.0,85.9,6.6,1017.1,,Montmagny,
7332,2019-01-01,-19.1,-16.7,-6.8,80.1,,,,Montmagny,
7333,2019-02-01,-17.7,-16.3,-5.0,73.0,,,,Montmagny,
7334,2019-03-01,-9.4,-10.6,1.0,,,,,Montmagny,
7335,2019-04-01,-0.9,-0.8,7.6,110.2,,,,Montmagny,
7336,2019-05-01,7.4,4.0,14.7,43.0,,,,Montmagny,
7337,2019-06-01,14.8,10.0,21.4,150.2,,,,Montmagny,
7338,2019-07-01,21.0,14.5,27.3,44.0,,,,Montmagny,
7339,2019-08-01,16.3,12.4,24.3,121.0,,,,Montmagny,
7340,2019-09-01,11.3,8.5,17.7,111.0,,,,Montmagny,
7341,2019-10-01,8.3,3.6,12.5,111.2,,,,Montmagny,
7342,2019-11-01,-5.8,-5.9,1.8,76.7,,,,Montmagny,
7343,2019-12-01,-11.7,,,,,,,Montmagny,
7344,2020-01-01,-7.5,-11.3,-3.5,75.0,8.8,1017.6,,Montmagny,
7345,2020-02-01,-11.6,-14.1,-2.2,,,,,Montmagny,
7346,2020-03-01,-8.9,-7.7,2.6,,,,,Montmagny,
7347,2020-04-01,0.3,-1.9,8.0,84.6,12.7,1010.3,,Montmagny,
7348,2020-05-01,8.2,4.6,17.3,42.3,9.6,1013.5,,Montmagny,
7349,2020-06-01,16.5,10.4,23.5,36.0,8.0,,,Montmagny,
7350,2020-07-01,19.7,15.0,25.6,117.6,6.8,1011.4,,Montmagny,
7351,2020-08-01,18.8,12.9,24.3,122.1,6.9,1011.6,,Montmagny,
7352,2020-09-01,11.2,7.5,19.1,,,,,Montmagny,
7353,2020-10-01,2.5,2.0,10.9,164.6,5.9,1017.7,,Montmagny,
7354,2020-11-01,0.6,-2.7,7.1,70.2,7.0,1017.0,,Montmagny,
7355,2020-12-01,-3.7,-7.4,0.2,126.7,7.7,1014.1,,Montmagny,
7356,2021-01-01,-8.1,-10.8,-3.2,23.9,7.2,1014.8,,Montmagny,
7357,2021-02-01,-9.2,-12.2,-4.8,76.7,19.4,1018.1,,Montmagny,
7358,2021-03-01,-1.7,-7.8,4.0,68.9,,,,Montmagny,
7359,2021-04-01,8.1,2.9,7.4,48.5,25.5,1011.7,,Montmagny,
7360,2021-05-01,13.0,8.7,14.3,59.8,17.3,1016.0,,Montmagny,
7361,2021-06-01,20.2,15.9,21.4,114.6,18.1,1011.3,,Montmagny,
7362,2021-07-01,18.8,17.2,21.9,75.1,16.6,1013.5,,Montmagny,
7363,2021-08-01,12.7,19.7,24.4,30.8,15.1,1015.0,,Montmagny,
7364,2021-09-01,6.9,14.7,19.4,90.3,16.0,1013.5,,Montmagny,
7365,2021-10-01,3.8,9.9,13.6,108.5,18.5,1015.4,,Montmagny,
7366,2021-11-01,-5.8,1.3,5.2,79.3,20.0,1014.7,,Montmagny,
7367,2021-12-01,-14.0,-7.2,-0.2,81.1,20.4,1014.5,,Montmagny,
7368,2022-01-01,-25.6,-15.0,-7.5,44.6,23.7,1017.4,,Montmagny,
7369,2022-02-01,-25.5,-12.4,-4.2,121.9,21.9,1020.2,,Montmagny,
7370,2022-03-01,-2.7,-8.2,0.7,80.7,,,,Montmagny,
7371,2022-04-01,-7.5,1.7,6.4,94.4,17.8,1014.2,,Montmagny,
7372,2022-05-01,1.6,5.5,18.6,80.7,8.1,1016.7,,Montmagny,
7373,2022-06-01,10.0,14.1,19.3,112.6,16.4,1011.9,,Montmagny,
7374,2022-07-01,11.7,18.4,24.0,92.9,18.7,1009.7,,Montmagny,
7375,2022-08-01,12.0,18.1,22.9,94.5,16.3,1014.2,,Montmagny,
7376,2022-09-01,8.8,13.8,19.4,46.6,16.2,1014.1,,Montmagny,
7377,2022-10-01,3.0,8.9,15.2,81.7,18.6,1016.9,,Montmagny,
7378,2022-11-01,-8.6,1.2,6.5,111.8,22.2,1016.0,,Montmagny,
7379,2022-12-01,-11.5,-3.9,1.1,118.7,23.5,1019.0,,Montmagny,
7380,2023-01-01,-20.5,-7.1,-2.6,99.1,22.3,1016.1,,Montmagny,
7381,2023-02-01,-26.8,-10.7,-3.9,69.9,22.1,1015.7,,Montmagny,
7382,2023-03-01,-1.1,-6.4,2.4,36.9,,,,Montmagny,
7383,2023-04-01,-4.1,2.1,9.6,104.8,20.8,1016.2,,Montmagny,
7384,2023-05-01,2.5,8.4,17.3,64.7,20.1,1014.7,,Montmagny,
7385,2023-06-01,10.1,13.9,20.6,102.5,21.6,1012.1,,Montmagny,
7386,2023-07-01,15.8,19.1,25.5,132.9,14.1,1011.0,,Montmagny,
7387,2023-08-01,12.4,16.8,22.5,171.1,12.9,1011.0,,Montmagny,
7388,2023-09-01,7.4,15.6,21.4,93.8,14.8,1017.6,,Montmagny,
7389,2023-10-01,2.8,10.6,15.9,113.6,15.1,1011.6,,Montmagny,
7390,2023-11-01,-5.6,-0.8,4.1,54.3,18.0,1016.3,,Montmagny,
7391,2023-12-01,-11.5,-4.1,1.2,82.6,21.6,1019.0,,Montmagny,
7392,2016-01-01,-12.1,-14.3,-3.1,36.3,,,,Lotbinière,
7393,2016-02-01,-10.7,-15.9,-2.8,,,,,Lotbinière,
7394,2016-03-01,-10.7,-10.5,2.0,136.0,,,,Lotbinière,
7395,2016-04-01,0.8,-6.4,8.1,50.2,,,,Lotbinière,
7396,2016-05-01,13.8,3.9,19.5,,,,,Lotbinière,
7397,2016-06-01,14.7,9.2,23.9,,7.1,,,Lotbinière,
7398,2016-07-01,17.0,11.1,,,,,,Lotbinière,
7399,2016-08-01,17.5,11.7,26.2,79.8,,,,Lotbinière,
7400,2016-09-01,13.0,5.7,21.5,56.2,,,,Lotbinière,
7401,2016-10-01,6.4,3.6,12.5,,,,,Lotbinière,
7402,2016-11-01,1.5,0.4,6.0,96.5,,,,Lotbinière,
7403,2016-12-01,-13.2,-11.3,-3.1,107.8,4.4,,,Lotbinière,
7404,2017-01-01,-13.2,-11.5,-3.4,108.7,,,,Lotbinière,
7405,2017-02-01,-13.0,-12.6,-2.2,84.4,8.5,,,Lotbinière,
7406,2017-03-01,-11.6,-11.1,-1.0,126.1,,,,Lotbinière,
7407,2017-04-01,0.5,0.9,9.4,173.5,,,,Lotbinière,
7408,2017-05-01,9.9,6.9,16.0,,,,,Lotbinière,
7409,2017-06-01,14.7,11.7,23.4,81.4,,,,Lotbinière,
7410,2017-07-01,18.0,13.7,25.1,,,,,Lotbinière,
7411,2017-08-01,15.2,12.3,23.8,,,,,Lotbinière,
7412,2017-09-01,14.4,7.9,23.1,71.8,,,,Lotbinière,
7413,2017-10-01,7.4,3.1,16.5,173.0,6.2,,,Lotbinière,
7414,2017-11-01,-3.3,-6.9,3.5,127.5,,,,Lotbinière,
7415,2017-12-01,-15.9,-16.2,-6.4,79.6,7.1,,,Lotbinière,
7416,2018-01-01,-15.8,-19.3,-7.0,97.1,8.4,,,Lotbinière,
7417,2018-02-01,-14.4,-14.2,-2.3,,,,,Lotbinière,
7418,2018-03-01,-3.3,-7.3,3.2,48.6,,,,Lotbinière,
7419,2018-04-01,-2.1,-4.9,7.1,152.7,,,,Lotbinière,
7420,2018-05-01,9.6,5.5,19.8,70.0,,,,Lotbinière,
7421,2018-06-01,15.3,10.2,23.0,,,,,Lotbinière,
7422,2018-07-01,20.0,15.5,28.0,,,,,Lotbinière,
7423,2018-08-01,19.8,15.4,26.8,73.5,,,,Lotbinière,
7424,2018-09-01,11.8,6.9,21.0,98.0,,,,Lotbinière,
7425,2018-10-01,2.7,1.8,9.0,,,,,Lotbinière,
7426,2018-11-01,-5.9,-7.7,1.0,137.4,,,,Lotbinière,
7427,2018-12-01,-13.0,-14.8,-3.6,104.9,,,,Lotbinière,
7428,2019-01-01,-19.1,-18.2,-7.3,107.7,,,,Lotbinière,
7429,2019-02-01,-17.7,-17.0,-4.9,114.5,9.4,,,Lotbinière,
7430,2019-03-01,-9.4,-10.5,1.4,64.6,,,,Lotbinière,
7431,2019-04-01,-0.9,-1.4,7.2,,,,,Lotbinière,
7432,2019-05-01,7.4,1.8,16.2,78.8,,,,Lotbinière,
7433,2019-06-01,14.8,10.0,22.4,116.1,,,,Lotbinière,
7434,2019-07-01,21.0,14.4,28.3,48.3,4.8,,,Lotbinière,
7435,2019-08-01,16.3,9.3,25.0,95.3,4.5,,,Lotbinière,
7436,2019-09-01,11.3,8.5,18.8,110.6,,,,Lotbinière,
7437,2019-10-01,8.3,3.4,12.8,128.6,,,,Lotbinière,
7438,2019-11-01,-5.8,-5.4,1.8,,,,,Lotbinière,
7439,2019-12-01,-11.7,-10.1,-1.9,,,,,Lotbinière,
7440,2020-01-01,-7.5,-12.0,-3.4,118.8,,,,Lotbinière,
7441,2020-02-01,-11.6,-15.0,-2.1,,,,,Lotbinière,
