mrc,sector,date,total_kwh,tavg,sector_mrc
Les Basques,INSTITUTIONNEL,2016-01-01,843269.0,-6.9,INSTITUTIONNELLes Basques
Les Basques,INDUSTRIEL,2016-01-01,257751.0,-6.9,INDUSTRIELLes Basques
Les Basques,COMMERCIAL,2016-01-01,2649125.0,-6.9,COMMERCIALLes Basques
Les Basques,AGRICOLE,2016-01-01,1115371.0,-6.9,AGRICOLELes Basques
La Mitis,RÉSIDENTIEL,2016-01-01,20470250.0,-6.9,RÉSIDENTIELLa Mitis
La Mitis,INSTITUTIONNEL,2016-01-01,3304656.0,-6.9,INSTITUTIONNELLa Mitis
La Mitis,INDUSTRIEL,2016-01-01,8169488.1,-6.9,INDUSTRIELLa Mitis
Rimouski-Neigette,COMMERCIAL,2016-01-01,26704272.0,-6.9,COMMERCIALRimouski-Neigette
La Côte-de-Beaupré,INDUSTRIEL,2016-01-01,1160602.0,-6.9,INDUSTRIELLa Côte-de-Beaupré
La Matapédia,COMMERCIAL,2016-01-01,5531520.0,-6.9,COMMERCIALLa Matapédia
Témiscouata,AGRICOLE,2016-01-01,1694927.0,-6.9,AGRICOLETémiscouata
La Côte-de-Beaupré,AGRICOLE,2016-01-01,329268.0,-6.9,AGRICOLELa Côte-de-Beaupré
L'Île-d'Orléans,RÉSIDENTIEL,2016-01-01,10942870.0,-6.9,RÉSIDENTIELL'Île-d'Orléans
L'Île-d'Orléans,INSTITUTIONNEL,2016-01-01,240310.0,-6.9,INSTITUTIONNELL'Île-d'Orléans
L'Île-d'Orléans,INDUSTRIEL,2016-01-01,55666.0,-6.9,INDUSTRIELL'Île-d'Orléans
L'Île-d'Orléans,COMMERCIAL,2016-01-01,1013875.0,-6.9,COMMERCIALL'Île-d'Orléans
L'Île-d'Orléans,AGRICOLE,2016-01-01,861647.0,-6.9,AGRICOLEL'Île-d'Orléans
Charlevoix-Est,RÉSIDENTIEL,2016-01-01,20304773.0,-6.9,RÉSIDENTIELCharlevoix-Est
Charlevoix-Est,INSTITUTIONNEL,2016-01-01,2632220.0,-6.9,INSTITUTIONNELCharlevoix-Est
Charlevoix-Est,INDUSTRIEL,2016-01-01,73624167.0,-6.9,INDUSTRIELCharlevoix-Est
La Matapédia,AGRICOLE,2016-01-01,1148451.0,-6.9,AGRICOLELa Matapédia
Charlevoix-Est,COMMERCIAL,2016-01-01,7089441.0,-6.9,COMMERCIALCharlevoix-Est
Charlevoix,RÉSIDENTIEL,2016-01-01,19255291.0,-6.9,RÉSIDENTIELCharlevoix
Charlevoix,INSTITUTIONNEL,2016-01-01,1317862.0,-6.9,INSTITUTIONNELCharlevoix
Charlevoix,INDUSTRIEL,2016-01-01,778211.0,-6.9,INDUSTRIELCharlevoix
Charlevoix,COMMERCIAL,2016-01-01,6807269.0,-6.9,COMMERCIALCharlevoix
Charlevoix,AGRICOLE,2016-01-01,647036.0,-6.9,AGRICOLECharlevoix
Témiscouata,RÉSIDENTIEL,2016-01-01,20715145.0,-6.9,RÉSIDENTIELTémiscouata
Témiscouata,INSTITUTIONNEL,2016-01-01,3654402.0,-6.9,INSTITUTIONNELTémiscouata
Témiscouata,INDUSTRIEL,2016-01-01,16224397.1,-6.9,INDUSTRIELTémiscouata
Témiscouata,COMMERCIAL,2016-01-01,6057998.0,-6.9,COMMERCIALTémiscouata
Charlevoix-Est,AGRICOLE,2016-01-01,472614.0,-6.9,AGRICOLECharlevoix-Est
Rouville,INSTITUTIONNEL,2016-01-01,26064486.784106266,-6.9,INSTITUTIONNELRouville
Beauce-Sartigan,AGRICOLE,2016-01-01,2577526.0,-6.9,AGRICOLEBeauce-Sartigan
Beauce-Sartigan,INDUSTRIEL,2016-01-01,27693186.0,-6.9,INDUSTRIELBeauce-Sartigan
Sept-Rivières,INDUSTRIEL,2016-01-01,767333506.3557795,-6.9,INDUSTRIELSept-Rivières
Sept-Rivières,COMMERCIAL,2016-01-01,29801058.253225807,-6.9,COMMERCIALSept-Rivières
Sept-Rivières,AGRICOLE,2016-01-01,33168.0,-6.9,AGRICOLESept-Rivières
Kamouraska,AGRICOLE,2016-01-01,3151988.0,-6.9,AGRICOLEKamouraska
Kamouraska,COMMERCIAL,2016-01-01,8703485.0,-6.9,COMMERCIALKamouraska
Kamouraska,INDUSTRIEL,2016-01-01,2632026.0,-6.9,INDUSTRIELKamouraska
Kamouraska,INSTITUTIONNEL,2016-01-01,3454832.0,-6.9,INSTITUTIONNELKamouraska
Kamouraska,RÉSIDENTIEL,2016-01-01,20900511.0,-6.9,RÉSIDENTIELKamouraska
Minganie,RÉSIDENTIEL,2016-01-01,8599928.0,-6.9,RÉSIDENTIELMinganie
Sept-Rivières,INSTITUTIONNEL,2016-01-01,10348758.0,-6.9,INSTITUTIONNELSept-Rivières
Minganie,INSTITUTIONNEL,2016-01-01,1703184.0,-6.9,INSTITUTIONNELMinganie
Minganie,COMMERCIAL,2016-01-01,2602983.0,-6.9,COMMERCIALMinganie
Minganie,AGRICOLE,2016-01-01,7596.0,-6.9,AGRICOLEMinganie
Manicouagan,RÉSIDENTIEL,2016-01-01,25843252.0,-6.9,RÉSIDENTIELManicouagan
Manicouagan,INSTITUTIONNEL,2016-01-01,29356356.20645161,-6.9,INSTITUTIONNELManicouagan
Manicouagan,INDUSTRIEL,2016-01-01,362133705.4,-6.9,INDUSTRIELManicouagan
Manicouagan,COMMERCIAL,2016-01-01,7596636.7,-6.9,COMMERCIALManicouagan
Manicouagan,AGRICOLE,2016-01-01,211069.0,-6.9,AGRICOLEManicouagan
Le Golfe-du-Saint-Laurent,RÉSIDENTIEL,2016-01-01,5605464.0,-6.9,RÉSIDENTIELLe Golfe-du-Saint-Laurent
Le Golfe-du-Saint-Laurent,INSTITUTIONNEL,2016-01-01,1193864.0,-6.9,INSTITUTIONNELLe Golfe-du-Saint-Laurent
Minganie,INDUSTRIEL,2016-01-01,1501152.0,-6.9,INDUSTRIELMinganie
Le Golfe-du-Saint-Laurent,INDUSTRIEL,2016-01-01,7188.0,-6.9,INDUSTRIELLe Golfe-du-Saint-Laurent
Sept-Rivières,RÉSIDENTIEL,2016-01-01,49098574.0,-6.9,RÉSIDENTIELSept-Rivières
Brome-Missisquoi,COMMERCIAL,2016-01-01,25143821.0,-6.9,COMMERCIALBrome-Missisquoi
Le Haut-Saint-François,COMMERCIAL,2016-01-01,3928438.0,-6.9,COMMERCIALLe Haut-Saint-François
Le Haut-Saint-François,AGRICOLE,2016-01-01,2409231.0,-6.9,AGRICOLELe Haut-Saint-François
Le Granit,RÉSIDENTIEL,2016-01-01,24455916.0,-6.9,RÉSIDENTIELLe Granit
Le Granit,INSTITUTIONNEL,2016-01-01,3235888.0,-6.9,INSTITUTIONNELLe Granit
Le Granit,INDUSTRIEL,2016-01-01,19385285.6,-6.9,INDUSTRIELLe Granit
Le Granit,COMMERCIAL,2016-01-01,5072966.0,-6.9,COMMERCIALLe Granit
Le Granit,AGRICOLE,2016-01-01,2429847.0,-6.9,AGRICOLELe Granit
La Haute-Yamaska,RÉSIDENTIEL,2016-01-01,99323538.0,-6.9,RÉSIDENTIELLa Haute-Yamaska
La Haute-Yamaska,INSTITUTIONNEL,2016-01-01,6587431.0,-6.9,INSTITUTIONNELLa Haute-Yamaska
Brome-Missisquoi,AGRICOLE,2016-01-01,5303882.0,-6.9,AGRICOLEBrome-Missisquoi
La Haute-Yamaska,INDUSTRIEL,2016-01-01,17216100.22857143,-6.9,INDUSTRIELLa Haute-Yamaska
La Haute-Yamaska,AGRICOLE,2016-01-01,2724319.0,-6.9,AGRICOLELa Haute-Yamaska
Coaticook,RÉSIDENTIEL,2016-01-01,11124097.0,-6.9,RÉSIDENTIELCoaticook
Coaticook,INSTITUTIONNEL,2016-01-01,12460013.212903226,-6.9,INSTITUTIONNELCoaticook
Coaticook,INDUSTRIEL,2016-01-01,7106224.0,-6.9,INDUSTRIELCoaticook
Coaticook,COMMERCIAL,2016-01-01,4104336.0,-6.9,COMMERCIALCoaticook
Coaticook,AGRICOLE,2016-01-01,4267638.0,-6.9,AGRICOLECoaticook
Brome-Missisquoi,RÉSIDENTIEL,2016-01-01,84739623.0,-6.9,RÉSIDENTIELBrome-Missisquoi
Brome-Missisquoi,INSTITUTIONNEL,2016-01-01,5926438.0,-6.9,INSTITUTIONNELBrome-Missisquoi
Brome-Missisquoi,INDUSTRIEL,2016-01-01,27351987.1,-6.9,INDUSTRIELBrome-Missisquoi
La Haute-Yamaska,COMMERCIAL,2016-01-01,24147107.0,-6.9,COMMERCIALLa Haute-Yamaska
Beauce-Sartigan,COMMERCIAL,2016-01-01,18923381.0,-6.9,COMMERCIALBeauce-Sartigan
Le Golfe-du-Saint-Laurent,COMMERCIAL,2016-01-01,1533130.0,-6.9,COMMERCIALLe Golfe-du-Saint-Laurent
La Haute-Côte-Nord,INSTITUTIONNEL,2016-01-01,2724462.0,-6.9,INSTITUTIONNELLa Haute-Côte-Nord
Les Appalaches,INDUSTRIEL,2016-01-01,6356622.0,-6.9,INDUSTRIELLes Appalaches
Les Appalaches,COMMERCIAL,2016-01-01,13002810.0,-6.9,COMMERCIALLes Appalaches
Les Appalaches,AGRICOLE,2016-01-01,2998654.0,-6.9,AGRICOLELes Appalaches
La Nouvelle-Beauce,RÉSIDENTIEL,2016-01-01,37581146.0,-6.9,RÉSIDENTIELLa Nouvelle-Beauce
La Nouvelle-Beauce,INSTITUTIONNEL,2016-01-01,2811765.0,-6.9,INSTITUTIONNELLa Nouvelle-Beauce
La Nouvelle-Beauce,INDUSTRIEL,2016-01-01,11401111.24025974,-6.9,INDUSTRIELLa Nouvelle-Beauce
La Nouvelle-Beauce,COMMERCIAL,2016-01-01,11254219.0,-6.9,COMMERCIALLa Nouvelle-Beauce
La Nouvelle-Beauce,AGRICOLE,2016-01-01,6695532.0,-6.9,AGRICOLELa Nouvelle-Beauce
L'Islet,RÉSIDENTIEL,2016-01-01,17544981.0,-6.9,RÉSIDENTIELL'Islet
Les Appalaches,INSTITUTIONNEL,2016-01-01,4175834.0,-6.9,INSTITUTIONNELLes Appalaches
L'Islet,INSTITUTIONNEL,2016-01-01,1581852.0,-6.9,INSTITUTIONNELL'Islet
L'Islet,COMMERCIAL,2016-01-01,4241626.0,-6.9,COMMERCIALL'Islet
L'Islet,AGRICOLE,2016-01-01,2408981.0,-6.9,AGRICOLEL'Islet
Bellechasse,RÉSIDENTIEL,2016-01-01,37040345.0,-6.9,RÉSIDENTIELBellechasse
Bellechasse,INSTITUTIONNEL,2016-01-01,3382479.0,-6.9,INSTITUTIONNELBellechasse
Bellechasse,INDUSTRIEL,2016-01-01,15248541.469327733,-6.9,INDUSTRIELBellechasse
Bellechasse,COMMERCIAL,2016-01-01,10591289.0,-6.9,COMMERCIALBellechasse
Bellechasse,AGRICOLE,2016-01-01,7187437.0,-6.9,AGRICOLEBellechasse
Beauce-Sartigan,RÉSIDENTIEL,2016-01-01,52639881.0,-6.9,RÉSIDENTIELBeauce-Sartigan
Beauce-Sartigan,INSTITUTIONNEL,2016-01-01,4950243.0,-6.9,INSTITUTIONNELBeauce-Sartigan
L'Islet,INDUSTRIEL,2016-01-01,9900651.84375,-6.9,INDUSTRIELL'Islet
La Haute-Côte-Nord,RÉSIDENTIEL,2016-01-01,13305616.0,-6.9,RÉSIDENTIELLa Haute-Côte-Nord
Les Appalaches,RÉSIDENTIEL,2016-01-01,52106523.0,-6.9,RÉSIDENTIELLes Appalaches
Les Etchemins,COMMERCIAL,2016-01-01,4051180.0,-6.9,COMMERCIALLes Etchemins
La Haute-Côte-Nord,INDUSTRIEL,2016-01-01,4342720.2,-6.9,INDUSTRIELLa Haute-Côte-Nord
La Haute-Côte-Nord,COMMERCIAL,2016-01-01,3556970.0,-6.9,COMMERCIALLa Haute-Côte-Nord
La Haute-Côte-Nord,AGRICOLE,2016-01-01,171770.0,-6.9,AGRICOLELa Haute-Côte-Nord
Caniapiscau,RÉSIDENTIEL,2016-01-01,7162522.0,-6.9,RÉSIDENTIELCaniapiscau
Caniapiscau,INSTITUTIONNEL,2016-01-01,1087529.0,-6.9,INSTITUTIONNELCaniapiscau
Caniapiscau,INDUSTRIEL,2016-01-01,89386565.9,-6.9,INDUSTRIELCaniapiscau
Caniapiscau,COMMERCIAL,2016-01-01,4473858.0,-6.9,COMMERCIALCaniapiscau
Montmagny,RÉSIDENTIEL,2016-01-01,24407283.0,-6.9,RÉSIDENTIELMontmagny
Montmagny,INSTITUTIONNEL,2016-01-01,2476456.0,-6.9,INSTITUTIONNELMontmagny
Les Etchemins,AGRICOLE,2016-01-01,1034858.0,-6.9,AGRICOLELes Etchemins
Montmagny,INDUSTRIEL,2016-01-01,7219463.0,-6.9,INDUSTRIELMontmagny
Montmagny,AGRICOLE,2016-01-01,1958853.0,-6.9,AGRICOLEMontmagny
Lotbinière,RÉSIDENTIEL,2016-01-01,32444696.0,-6.9,RÉSIDENTIELLotbinière
Lotbinière,INSTITUTIONNEL,2016-01-01,2040315.0,-6.9,INSTITUTIONNELLotbinière
Lotbinière,INDUSTRIEL,2016-01-01,8485923.5,-6.9,INDUSTRIELLotbinière
Lotbinière,COMMERCIAL,2016-01-01,6769568.0,-6.9,COMMERCIALLotbinière
Lotbinière,AGRICOLE,2016-01-01,6559992.0,-6.9,AGRICOLELotbinière
Les Etchemins,RÉSIDENTIEL,2016-01-01,16611631.0,-6.9,RÉSIDENTIELLes Etchemins
Les Etchemins,INSTITUTIONNEL,2016-01-01,1704121.0,-6.9,INSTITUTIONNELLes Etchemins
Les Etchemins,INDUSTRIEL,2016-01-01,2965885.0,-6.9,INDUSTRIELLes Etchemins
Montmagny,COMMERCIAL,2016-01-01,8445375.0,-6.9,COMMERCIALMontmagny
Rouville,RÉSIDENTIEL,2016-01-01,40470845.0,-6.9,RÉSIDENTIELRouville
La Côte-de-Gaspé,COMMERCIAL,2016-01-01,8259526.0,-6.9,COMMERCIALLa Côte-de-Gaspé
La Mitis,AGRICOLE,2016-01-01,1731802.0,-6.9,AGRICOLELa Mitis
Administration régionale Kativik,INSTITUTIONNEL,2016-01-01,1356214.0,-6.9,INSTITUTIONNELAdministration régionale Kativik
Pontiac,INSTITUTIONNEL,2016-01-01,1820857.0,-6.9,INSTITUTIONNELPontiac
Pontiac,RÉSIDENTIEL,2016-01-01,18618131.0,-6.9,RÉSIDENTIELPontiac
Administration régionale Kativik,COMMERCIAL,2016-01-01,2878850.0,-6.9,COMMERCIALAdministration régionale Kativik
Lac-Saint-Jean-Est,RÉSIDENTIEL,2016-01-01,52028427.0,-6.9,RÉSIDENTIELLac-Saint-Jean-Est
Les Collines-de-l'Outaouais,INSTITUTIONNEL,2016-01-01,1184196.0,-6.9,INSTITUTIONNELLes Collines-de-l'Outaouais
Les Collines-de-l'Outaouais,RÉSIDENTIEL,2016-01-01,70416951.0,-6.9,RÉSIDENTIELLes Collines-de-l'Outaouais
Le Fjord-du-Saguenay,COMMERCIAL,2016-01-01,4470338.0,-6.9,COMMERCIALLe Fjord-du-Saguenay
Le Fjord-du-Saguenay,INDUSTRIEL,2016-01-01,591441.0,-6.9,INDUSTRIELLe Fjord-du-Saguenay
Vaudreuil-Soulanges,RÉSIDENTIEL,2016-01-01,186943650.0,-6.9,RÉSIDENTIELVaudreuil-Soulanges
Vaudreuil-Soulanges,INSTITUTIONNEL,2016-01-01,9648603.0,-6.9,INSTITUTIONNELVaudreuil-Soulanges
Vaudreuil-Soulanges,INDUSTRIEL,2016-01-01,9798424.0,-6.9,INDUSTRIELVaudreuil-Soulanges
Administration régionale Kativik,RÉSIDENTIEL,2016-01-01,4023173.0,-6.9,RÉSIDENTIELAdministration régionale Kativik
Vaudreuil-Soulanges,COMMERCIAL,2016-01-01,37306904.7,-6.9,COMMERCIALVaudreuil-Soulanges
Le Fjord-du-Saguenay,RÉSIDENTIEL,2016-01-01,30823705.0,-6.9,RÉSIDENTIELLe Fjord-du-Saguenay
La Vallée-de-la-Gatineau,INDUSTRIEL,2016-01-01,1823341.0,-6.9,INDUSTRIELLa Vallée-de-la-Gatineau
La Vallée-de-la-Gatineau,COMMERCIAL,2016-01-01,6307331.0,-6.9,COMMERCIALLa Vallée-de-la-Gatineau
Le Fjord-du-Saguenay,AGRICOLE,2016-01-01,679177.0,-6.9,AGRICOLELe Fjord-du-Saguenay
La Vallée-de-la-Gatineau,AGRICOLE,2016-01-01,825672.0,-6.9,AGRICOLELa Vallée-de-la-Gatineau
Vaudreuil-Soulanges,AGRICOLE,2016-01-01,4408078.0,-6.9,AGRICOLEVaudreuil-Soulanges
Papineau,AGRICOLE,2016-01-01,1481267.0,-6.9,AGRICOLEPapineau
Papineau,COMMERCIAL,2016-01-01,5807320.0,-6.9,COMMERCIALPapineau
Papineau,INDUSTRIEL,2016-01-01,33722946.86071429,-6.9,INDUSTRIELPapineau
Papineau,RÉSIDENTIEL,2016-01-01,38193405.0,-6.9,RÉSIDENTIELPapineau
Papineau,INSTITUTIONNEL,2016-01-01,2246108.0,-6.9,INSTITUTIONNELPapineau
Le Fjord-du-Saguenay,INSTITUTIONNEL,2016-01-01,2078073.0,-6.9,INSTITUTIONNELLe Fjord-du-Saguenay
Abitibi,RÉSIDENTIEL,2016-01-01,24192915.0,-6.9,RÉSIDENTIELAbitibi
Lac-Saint-Jean-Est,INSTITUTIONNEL,2016-01-01,24432793.678570777,-6.9,INSTITUTIONNELLac-Saint-Jean-Est
Le Domaine-du-Roy,INSTITUTIONNEL,2016-01-01,5124501.0,-6.9,INSTITUTIONNELLe Domaine-du-Roy
Maria-Chapdelaine,AGRICOLE,2016-01-01,2791501.0,-6.9,AGRICOLEMaria-Chapdelaine
Les Collines-de-l'Outaouais,INDUSTRIEL,2016-01-01,123667.0,-6.9,INDUSTRIELLes Collines-de-l'Outaouais
Lac-Saint-Jean-Est,COMMERCIAL,2016-01-01,9881099.0,-6.9,COMMERCIALLac-Saint-Jean-Est
Le Domaine-du-Roy,COMMERCIAL,2016-01-01,9889347.0,-6.9,COMMERCIALLe Domaine-du-Roy
Le Domaine-du-Roy,INDUSTRIEL,2016-01-01,29542106.6,-6.9,INDUSTRIELLe Domaine-du-Roy
Le Domaine-du-Roy,RÉSIDENTIEL,2016-01-01,35324155.0,-6.9,RÉSIDENTIELLe Domaine-du-Roy
Lac-Saint-Jean-Est,AGRICOLE,2016-01-01,2712467.0,-6.9,AGRICOLELac-Saint-Jean-Est
Le Domaine-du-Roy,AGRICOLE,2016-01-01,1164430.0,-6.9,AGRICOLELe Domaine-du-Roy
Pontiac,AGRICOLE,2016-01-01,1006382.0,-6.9,AGRICOLEPontiac
Lac-Saint-Jean-Est,INDUSTRIEL,2016-01-01,42787551.37733991,-6.9,INDUSTRIELLac-Saint-Jean-Est
Les Collines-de-l'Outaouais,COMMERCIAL,2016-01-01,7914231.0,-6.9,COMMERCIALLes Collines-de-l'Outaouais
Abitibi,INSTITUTIONNEL,2016-01-01,14815911.2,-6.9,INSTITUTIONNELAbitibi
Les Collines-de-l'Outaouais,AGRICOLE,2016-01-01,854232.0,-6.9,AGRICOLELes Collines-de-l'Outaouais
Abitibi,COMMERCIAL,2016-01-01,7319843.0,-6.9,COMMERCIALAbitibi
Pontiac,COMMERCIAL,2016-01-01,3007971.0,-6.9,COMMERCIALPontiac
Pontiac,INDUSTRIEL,2016-01-01,318683.0,-6.9,INDUSTRIELPontiac
La Vallée-de-la-Gatineau,RÉSIDENTIEL,2016-01-01,30086612.0,-6.9,RÉSIDENTIELLa Vallée-de-la-Gatineau
Maria-Chapdelaine,COMMERCIAL,2016-01-01,7799634.0,-6.9,COMMERCIALMaria-Chapdelaine
Maria-Chapdelaine,INDUSTRIEL,2016-01-01,51319878.98064516,-6.9,INDUSTRIELMaria-Chapdelaine
Maria-Chapdelaine,INSTITUTIONNEL,2016-01-01,4515428.0,-6.9,INSTITUTIONNELMaria-Chapdelaine
Maria-Chapdelaine,RÉSIDENTIEL,2016-01-01,28733820.0,-6.9,RÉSIDENTIELMaria-Chapdelaine
La Vallée-de-la-Gatineau,INSTITUTIONNEL,2016-01-01,1828607.0,-6.9,INSTITUTIONNELLa Vallée-de-la-Gatineau
Abitibi,INDUSTRIEL,2016-01-01,62231523.7,-6.9,INDUSTRIELAbitibi
L'Islet,INDUSTRIEL,2016-02-01,9740790.929411763,-12.5,INDUSTRIELL'Islet
L'Islet,COMMERCIAL,2016-02-01,3829606.0,-12.5,COMMERCIALL'Islet
L'Islet,INSTITUTIONNEL,2016-02-01,1464639.0,-12.5,INSTITUTIONNELL'Islet
L'Islet,AGRICOLE,2016-02-01,2517977.0,-12.5,AGRICOLEL'Islet
La Vallée-de-l'Or,RÉSIDENTIEL,2016-02-01,48314375.0,-12.5,RÉSIDENTIELLa Vallée-de-l'Or
Bellechasse,INSTITUTIONNEL,2016-02-01,3123296.0,-12.5,INSTITUTIONNELBellechasse
Les Pays-d'en-Haut,INDUSTRIEL,2016-02-01,195731.0,-12.5,INDUSTRIELLes Pays-d'en-Haut
Les Pays-d'en-Haut,INSTITUTIONNEL,2016-02-01,2021105.0,-12.5,INSTITUTIONNELLes Pays-d'en-Haut
Bellechasse,RÉSIDENTIEL,2016-02-01,32595782.0,-12.5,RÉSIDENTIELBellechasse
Les Pays-d'en-Haut,RÉSIDENTIEL,2016-02-01,90506971.0,-12.5,RÉSIDENTIELLes Pays-d'en-Haut
La Vallée-de-l'Or,COMMERCIAL,2016-02-01,19074588.0,-12.5,COMMERCIALLa Vallée-de-l'Or
La Vallée-de-l'Or,AGRICOLE,2016-02-01,273647.0,-12.5,AGRICOLELa Vallée-de-l'Or
La Vallée-de-la-Gatineau,RÉSIDENTIEL,2016-02-01,26944027.0,-12.5,RÉSIDENTIELLa Vallée-de-la-Gatineau
La Vallée-de-la-Gatineau,INSTITUTIONNEL,2016-02-01,1772264.0,-12.5,INSTITUTIONNELLa Vallée-de-la-Gatineau
Les Pays-d'en-Haut,AGRICOLE,2016-02-01,112580.0,-12.5,AGRICOLELes Pays-d'en-Haut
Les Pays-d'en-Haut,COMMERCIAL,2016-02-01,13480035.0,-12.5,COMMERCIALLes Pays-d'en-Haut
L'Islet,RÉSIDENTIEL,2016-02-01,15186088.0,-12.5,RÉSIDENTIELL'Islet
La Vallée-de-l'Or,INSTITUTIONNEL,2016-02-01,4060277.0,-12.5,INSTITUTIONNELLa Vallée-de-l'Or
La Nouvelle-Beauce,AGRICOLE,2016-02-01,6181391.0,-12.5,AGRICOLELa Nouvelle-Beauce
Les Appalaches,INSTITUTIONNEL,2016-02-01,3943402.0,-12.5,INSTITUTIONNELLes Appalaches
La Nouvelle-Beauce,INDUSTRIEL,2016-02-01,10989293.814285714,-12.5,INDUSTRIELLa Nouvelle-Beauce
Le Domaine-du-Roy,INSTITUTIONNEL,2016-02-01,4860371.0,-12.5,INSTITUTIONNELLe Domaine-du-Roy
Le Domaine-du-Roy,INDUSTRIEL,2016-02-01,28112716.2,-12.5,INDUSTRIELLe Domaine-du-Roy
Le Domaine-du-Roy,COMMERCIAL,2016-02-01,9219944.0,-12.5,COMMERCIALLe Domaine-du-Roy
Lotbinière,AGRICOLE,2016-02-01,6194924.0,-12.5,AGRICOLELotbinière
Lotbinière,COMMERCIAL,2016-02-01,6378377.0,-12.5,COMMERCIALLotbinière
Lotbinière,INDUSTRIEL,2016-02-01,8466310.2,-12.5,INDUSTRIELLotbinière
Lotbinière,INSTITUTIONNEL,2016-02-01,1908525.0,-12.5,INSTITUTIONNELLotbinière
Lotbinière,RÉSIDENTIEL,2016-02-01,28036601.0,-12.5,RÉSIDENTIELLotbinière
Deux-Montagnes,RÉSIDENTIEL,2016-02-01,106867572.0,-12.5,RÉSIDENTIELDeux-Montagnes
Deux-Montagnes,INSTITUTIONNEL,2016-02-01,6899400.0,-12.5,INSTITUTIONNELDeux-Montagnes
Deux-Montagnes,INDUSTRIEL,2016-02-01,5663109.0,-12.5,INDUSTRIELDeux-Montagnes
Deux-Montagnes,COMMERCIAL,2016-02-01,22586228.3,-12.5,COMMERCIALDeux-Montagnes
Deux-Montagnes,AGRICOLE,2016-02-01,1951073.0,-12.5,AGRICOLEDeux-Montagnes
Le Domaine-du-Roy,AGRICOLE,2016-02-01,1076714.0,-12.5,AGRICOLELe Domaine-du-Roy
Montmagny,AGRICOLE,2016-02-01,1839392.0,-12.5,AGRICOLEMontmagny
Montmagny,COMMERCIAL,2016-02-01,7823372.0,-12.5,COMMERCIALMontmagny
Montmagny,INDUSTRIEL,2016-02-01,7104505.0,-12.5,INDUSTRIELMontmagny
Le Domaine-du-Roy,RÉSIDENTIEL,2016-02-01,30712738.0,-12.5,RÉSIDENTIELLe Domaine-du-Roy
Les Etchemins,RÉSIDENTIEL,2016-02-01,14440579.0,-12.5,RÉSIDENTIELLes Etchemins
La Rivière-du-Nord,AGRICOLE,2016-02-01,705194.0,-12.5,AGRICOLELa Rivière-du-Nord
La Rivière-du-Nord,COMMERCIAL,2016-02-01,28423881.6,-12.5,COMMERCIALLa Rivière-du-Nord
La Nouvelle-Beauce,INSTITUTIONNEL,2016-02-01,2629844.0,-12.5,INSTITUTIONNELLa Nouvelle-Beauce
La Nouvelle-Beauce,RÉSIDENTIEL,2016-02-01,32492048.0,-12.5,RÉSIDENTIELLa Nouvelle-Beauce
Les Laurentides,RÉSIDENTIEL,2016-02-01,93501579.0,-12.5,RÉSIDENTIELLes Laurentides
Les Laurentides,INSTITUTIONNEL,2016-02-01,4386700.0,-12.5,INSTITUTIONNELLes Laurentides
Les Laurentides,INDUSTRIEL,2016-02-01,1463175.0,-12.5,INDUSTRIELLes Laurentides
Les Laurentides,COMMERCIAL,2016-02-01,20554023.0,-12.5,COMMERCIALLes Laurentides
Les Laurentides,AGRICOLE,2016-02-01,649387.0,-12.5,AGRICOLELes Laurentides
Les Appalaches,AGRICOLE,2016-02-01,3170129.0,-12.5,AGRICOLELes Appalaches
La Nouvelle-Beauce,COMMERCIAL,2016-02-01,10101710.0,-12.5,COMMERCIALLa Nouvelle-Beauce
Les Appalaches,COMMERCIAL,2016-02-01,12030017.0,-12.5,COMMERCIALLes Appalaches
Les Appalaches,RÉSIDENTIEL,2016-02-01,46019477.0,-12.5,RÉSIDENTIELLes Appalaches
Les Etchemins,AGRICOLE,2016-02-01,1034033.0,-12.5,AGRICOLELes Etchemins
Les Etchemins,COMMERCIAL,2016-02-01,3493180.0,-12.5,COMMERCIALLes Etchemins
Les Etchemins,INDUSTRIEL,2016-02-01,2930961.0,-12.5,INDUSTRIELLes Etchemins
Les Etchemins,INSTITUTIONNEL,2016-02-01,1595743.0,-12.5,INSTITUTIONNELLes Etchemins
La Rivière-du-Nord,RÉSIDENTIEL,2016-02-01,143650220.0,-12.5,RÉSIDENTIELLa Rivière-du-Nord
La Rivière-du-Nord,INSTITUTIONNEL,2016-02-01,8167718.0,-12.5,INSTITUTIONNELLa Rivière-du-Nord
La Rivière-du-Nord,INDUSTRIEL,2016-02-01,15955636.8,-12.5,INDUSTRIELLa Rivière-du-Nord
Les Appalaches,INDUSTRIEL,2016-02-01,6599845.0,-12.5,INDUSTRIELLes Appalaches
Bellechasse,INDUSTRIEL,2016-02-01,15020156.5355042,-12.5,INDUSTRIELBellechasse
Beauce-Sartigan,AGRICOLE,2016-02-01,2600521.0,-12.5,AGRICOLEBeauce-Sartigan
Bellechasse,AGRICOLE,2016-02-01,6822792.0,-12.5,AGRICOLEBellechasse
Drummond,RÉSIDENTIEL,2016-02-01,98847694.0,-12.5,RÉSIDENTIELDrummond
L'Érable,AGRICOLE,2016-02-01,4190289.0,-12.5,AGRICOLEL'Érable
L'Érable,COMMERCIAL,2016-02-01,7128022.0,-12.5,COMMERCIALL'Érable
