mrc,sector,date,total_kwh,tavg,sector_mrc
Montcalm,COMMERCIAL,2019-02-01,8737928.0,-17.7,COMMERCIALMontcalm
Montcalm,AGRICOLE,2019-02-01,3983329.0,-17.7,AGRICOLEMontcalm
L'Assomption,AGRICOLE,2019-02-01,984416.0,-17.7,AGRICOLEL'Assomption
Montmagny,RÉSIDENTIEL,2019-02-01,23111177.0,-17.7,RÉSIDENTIELMontmagny
Montmagny,INSTITUTIONNEL,2019-02-01,2722559.0,-17.7,INSTITUTIONNELMontmagny
Montmagny,INDUSTRIEL,2019-02-01,7257795.0,-17.7,INDUSTRIELMontmagny
Montmagny,COMMERCIAL,2019-02-01,8488020.0,-17.7,COMMERCIALMontmagny
Montcalm,INSTITUTIONNEL,2019-02-01,2242147.0,-17.7,INSTITUTIONNELMontcalm
Montmagny,AGRICOLE,2019-02-01,1917025.0,-17.7,AGRICOLEMontmagny
Minganie,COMMERCIAL,2019-02-01,2774184.0,-17.7,COMMERCIALMinganie
Minganie,INDUSTRIEL,2019-02-01,1704045.0,-17.7,INDUSTRIELMinganie
Minganie,INSTITUTIONNEL,2019-02-01,1617907.0,-17.7,INSTITUTIONNELMinganie
Minganie,RÉSIDENTIEL,2019-02-01,7487423.0,-17.7,RÉSIDENTIELMinganie
L'Assomption,COMMERCIAL,2019-02-01,24933898.0,-17.7,COMMERCIALL'Assomption
L'Assomption,INDUSTRIEL,2019-02-01,3730658.0,-17.7,INDUSTRIELL'Assomption
L'Assomption,INSTITUTIONNEL,2019-02-01,6756249.0,-17.7,INSTITUTIONNELL'Assomption
L'Assomption,RÉSIDENTIEL,2019-02-01,136981257.0,-17.7,RÉSIDENTIELL'Assomption
Minganie,AGRICOLE,2019-02-01,8524.0,-17.7,AGRICOLEMinganie
Deux-Montagnes,AGRICOLE,2019-02-01,2277967.0,-17.7,AGRICOLEDeux-Montagnes
Montcalm,RÉSIDENTIEL,2019-02-01,66345315.0,-17.7,RÉSIDENTIELMontcalm
L'Islet,COMMERCIAL,2019-02-01,4425677.0,-17.7,COMMERCIALL'Islet
Joliette,AGRICOLE,2019-02-01,1940241.0,-17.7,AGRICOLEJoliette
Joliette,COMMERCIAL,2019-02-01,12081087.0,-17.7,COMMERCIALJoliette
Joliette,INDUSTRIEL,2019-02-01,37415414.0,-17.7,INDUSTRIELJoliette
Joliette,INSTITUTIONNEL,2019-02-01,40910611.69608295,-17.7,INSTITUTIONNELJoliette
Les Collines-de-l'Outaouais,RÉSIDENTIEL,2019-02-01,70784421.0,-17.7,RÉSIDENTIELLes Collines-de-l'Outaouais
Les Collines-de-l'Outaouais,INSTITUTIONNEL,2019-02-01,1440270.0,-17.7,INSTITUTIONNELLes Collines-de-l'Outaouais
Les Collines-de-l'Outaouais,INDUSTRIEL,2019-02-01,129183.0,-17.7,INDUSTRIELLes Collines-de-l'Outaouais
Les Collines-de-l'Outaouais,COMMERCIAL,2019-02-01,7978929.0,-17.7,COMMERCIALLes Collines-de-l'Outaouais
L'Islet,AGRICOLE,2019-02-01,2283225.0,-17.7,AGRICOLEL'Islet
Les Collines-de-l'Outaouais,AGRICOLE,2019-02-01,909535.0,-17.7,AGRICOLELes Collines-de-l'Outaouais
Les Sources,COMMERCIAL,2019-02-01,3982962.0,-17.7,COMMERCIALLes Sources
Les Sources,INDUSTRIEL,2019-02-01,634873.0,-17.7,INDUSTRIELLes Sources
Les Sources,INSTITUTIONNEL,2019-02-01,1695608.0,-17.7,INSTITUTIONNELLes Sources
Les Sources,RÉSIDENTIEL,2019-02-01,15968462.0,-17.7,RÉSIDENTIELLes Sources
Joliette,RÉSIDENTIEL,2019-02-01,58752279.0,-17.7,RÉSIDENTIELJoliette
L'Islet,RÉSIDENTIEL,2019-02-01,16822617.0,-17.7,RÉSIDENTIELL'Islet
L'Islet,INSTITUTIONNEL,2019-02-01,1634274.0,-17.7,INSTITUTIONNELL'Islet
L'Islet,INDUSTRIEL,2019-02-01,10129941.965,-17.7,INDUSTRIELL'Islet
Les Sources,AGRICOLE,2019-02-01,4239558.0,-17.7,AGRICOLELes Sources
D'Autray,COMMERCIAL,2019-02-01,9813408.0,-17.7,COMMERCIALD'Autray
Deux-Montagnes,COMMERCIAL,2019-02-01,25445553.5,-17.7,COMMERCIALDeux-Montagnes
Deux-Montagnes,INSTITUTIONNEL,2019-02-01,7187692.0,-17.7,INSTITUTIONNELDeux-Montagnes
Memphrémagog,INSTITUTIONNEL,2019-02-01,39161765.0,-17.7,INSTITUTIONNELMemphrémagog
Memphrémagog,INDUSTRIEL,2019-02-01,76965838.0,-17.7,INDUSTRIELMemphrémagog
Memphrémagog,COMMERCIAL,2019-02-01,8409373.0,-17.7,COMMERCIALMemphrémagog
Memphrémagog,AGRICOLE,2019-02-01,1416305.0,-17.7,AGRICOLEMemphrémagog
Administration régionale Kativik,COMMERCIAL,2019-02-01,,-17.7,COMMERCIALAdministration régionale Kativik
Administration régionale Kativik,INSTITUTIONNEL,2019-02-01,,-17.7,INSTITUTIONNELAdministration régionale Kativik
Coaticook,INSTITUTIONNEL,2019-02-01,12639990.353225809,-17.7,INSTITUTIONNELCoaticook
Les Pays-d'en-Haut,AGRICOLE,2019-02-01,129191.0,-17.7,AGRICOLELes Pays-d'en-Haut
Les Pays-d'en-Haut,COMMERCIAL,2019-02-01,13693106.0,-17.7,COMMERCIALLes Pays-d'en-Haut
Les Pays-d'en-Haut,INDUSTRIEL,2019-02-01,205370.0,-17.7,INDUSTRIELLes Pays-d'en-Haut
Les Pays-d'en-Haut,INSTITUTIONNEL,2019-02-01,2025529.0,-17.7,INSTITUTIONNELLes Pays-d'en-Haut
Les Pays-d'en-Haut,RÉSIDENTIEL,2019-02-01,99207085.0,-17.7,RÉSIDENTIELLes Pays-d'en-Haut
Drummond,AGRICOLE,2019-02-01,6093919.0,-17.7,AGRICOLEDrummond
Drummond,COMMERCIAL,2019-02-01,35072271.6,-17.7,COMMERCIALDrummond
Drummond,INDUSTRIEL,2019-02-01,25761004.60714286,-17.7,INDUSTRIELDrummond
Drummond,INSTITUTIONNEL,2019-02-01,6862928.7,-17.7,INSTITUTIONNELDrummond
Memphrémagog,RÉSIDENTIEL,2019-02-01,62032546.0,-17.7,RÉSIDENTIELMemphrémagog
Marguerite-D'Youville,RÉSIDENTIEL,2019-02-01,86552514.0,-17.7,RÉSIDENTIELMarguerite-D'Youville
Marguerite-D'Youville,INSTITUTIONNEL,2019-02-01,8798803.4,-17.7,INSTITUTIONNELMarguerite-D'Youville
Marguerite-D'Youville,INDUSTRIEL,2019-02-01,185724012.06437212,-17.7,INDUSTRIELMarguerite-D'Youville
D'Autray,INSTITUTIONNEL,2019-02-01,2792038.0,-17.7,INSTITUTIONNELD'Autray
D'Autray,RÉSIDENTIEL,2019-02-01,53968973.0,-17.7,RÉSIDENTIELD'Autray
Acton,INSTITUTIONNEL,2019-02-01,929989.0,-17.7,INSTITUTIONNELActon
Acton,INDUSTRIEL,2019-02-01,1514505.0,-17.7,INDUSTRIELActon
Acton,COMMERCIAL,2019-02-01,4142742.0,-17.7,COMMERCIALActon
Acton,AGRICOLE,2019-02-01,3707036.0,-17.7,AGRICOLEActon
Manicouagan,AGRICOLE,2019-02-01,197859.0,-17.7,AGRICOLEManicouagan
Manicouagan,COMMERCIAL,2019-02-01,7066000.2,-17.7,COMMERCIALManicouagan
Drummond,RÉSIDENTIEL,2019-02-01,110670887.0,-17.7,RÉSIDENTIELDrummond
Manicouagan,INDUSTRIEL,2019-02-01,323093037.9848736,-17.7,INDUSTRIELManicouagan
Manicouagan,RÉSIDENTIEL,2019-02-01,22680341.0,-17.7,RÉSIDENTIELManicouagan
La Matapédia,RÉSIDENTIEL,2019-02-01,16231894.0,-17.7,RÉSIDENTIELLa Matapédia
La Matapédia,INSTITUTIONNEL,2019-02-01,2484537.0,-17.7,INSTITUTIONNELLa Matapédia
La Matapédia,INDUSTRIEL,2019-02-01,10101106.8,-17.7,INDUSTRIELLa Matapédia
La Matapédia,COMMERCIAL,2019-02-01,5787547.0,-17.7,COMMERCIALLa Matapédia
La Matapédia,AGRICOLE,2019-02-01,1194431.0,-17.7,AGRICOLELa Matapédia
Marguerite-D'Youville,AGRICOLE,2019-02-01,1034353.0,-17.7,AGRICOLEMarguerite-D'Youville
Marguerite-D'Youville,COMMERCIAL,2019-02-01,19423218.0,-17.7,COMMERCIALMarguerite-D'Youville
Manicouagan,INSTITUTIONNEL,2019-02-01,27722674.467741936,-17.7,INSTITUTIONNELManicouagan
Argenteuil,AGRICOLE,2019-02-01,1468549.0,-17.7,AGRICOLEArgenteuil
Argenteuil,COMMERCIAL,2019-02-01,26649779.7,-17.7,COMMERCIALArgenteuil
Argenteuil,INDUSTRIEL,2019-02-01,5991519.9,-17.7,INDUSTRIELArgenteuil
Portneuf,INDUSTRIEL,2019-02-01,316642842.90000004,-17.7,INDUSTRIELPortneuf
Portneuf,INSTITUTIONNEL,2019-02-01,5094998.0,-17.7,INSTITUTIONNELPortneuf
Portneuf,RÉSIDENTIEL,2019-02-01,63575417.0,-17.7,RÉSIDENTIELPortneuf
Pierre-De Saurel,COMMERCIAL,2019-02-01,12922382.0,-17.7,COMMERCIALPierre-De Saurel
Pierre-De Saurel,AGRICOLE,2019-02-01,2282923.0,-17.7,AGRICOLEPierre-De Saurel
Charlevoix,AGRICOLE,2019-02-01,632313.0,-17.7,AGRICOLECharlevoix
Charlevoix,COMMERCIAL,2019-02-01,7420598.0,-17.7,COMMERCIALCharlevoix
Kamouraska,RÉSIDENTIEL,2019-02-01,19702276.0,-17.7,RÉSIDENTIELKamouraska
Portneuf,COMMERCIAL,2019-02-01,12815726.0,-17.7,COMMERCIALPortneuf
Kamouraska,INSTITUTIONNEL,2019-02-01,3223036.0,-17.7,INSTITUTIONNELKamouraska
Kamouraska,COMMERCIAL,2019-02-01,8514953.0,-17.7,COMMERCIALKamouraska
Kamouraska,AGRICOLE,2019-02-01,3180819.0,-17.7,AGRICOLEKamouraska
La Vallée-de-la-Gatineau,AGRICOLE,2019-02-01,881759.0,-17.7,AGRICOLELa Vallée-de-la-Gatineau
La Vallée-de-la-Gatineau,COMMERCIAL,2019-02-01,5693040.0,-17.7,COMMERCIALLa Vallée-de-la-Gatineau
La Vallée-de-la-Gatineau,INDUSTRIEL,2019-02-01,2272616.0,-17.7,INDUSTRIELLa Vallée-de-la-Gatineau
La Vallée-de-la-Gatineau,INSTITUTIONNEL,2019-02-01,1732219.0,-17.7,INSTITUTIONNELLa Vallée-de-la-Gatineau
La Vallée-de-la-Gatineau,RÉSIDENTIEL,2019-02-01,30093087.0,-17.7,RÉSIDENTIELLa Vallée-de-la-Gatineau
Deux-Montagnes,RÉSIDENTIEL,2019-02-01,115785329.0,-17.7,RÉSIDENTIELDeux-Montagnes
Kamouraska,INDUSTRIEL,2019-02-01,2605810.0,-17.7,INDUSTRIELKamouraska
Deux-Montagnes,INDUSTRIEL,2019-02-01,5831168.0,-17.7,INDUSTRIELDeux-Montagnes
Portneuf,AGRICOLE,2019-02-01,4202745.0,-17.7,AGRICOLEPortneuf
Pierre-De Saurel,INSTITUTIONNEL,2019-02-01,4803665.0,-17.7,INSTITUTIONNELPierre-De Saurel
Argenteuil,INSTITUTIONNEL,2019-02-01,2671974.0,-17.7,INSTITUTIONNELArgenteuil
Argenteuil,RÉSIDENTIEL,2019-02-01,48156219.0,-17.7,RÉSIDENTIELArgenteuil
Brome-Missisquoi,RÉSIDENTIEL,2019-02-01,85274180.0,-17.7,RÉSIDENTIELBrome-Missisquoi
Brome-Missisquoi,INSTITUTIONNEL,2019-02-01,5723457.0,-17.7,INSTITUTIONNELBrome-Missisquoi
Brome-Missisquoi,INDUSTRIEL,2019-02-01,24923381.4,-17.7,INDUSTRIELBrome-Missisquoi
Brome-Missisquoi,COMMERCIAL,2019-02-01,32891453.5,-17.7,COMMERCIALBrome-Missisquoi
Brome-Missisquoi,AGRICOLE,2019-02-01,5480797.0,-17.7,AGRICOLEBrome-Missisquoi
Le Val-Saint-François,AGRICOLE,2019-02-01,2894326.0,-17.7,AGRICOLELe Val-Saint-François
Pierre-De Saurel,INDUSTRIEL,2019-02-01,208819278.1,-17.7,INDUSTRIELPierre-De Saurel
Le Val-Saint-François,COMMERCIAL,2019-02-01,7044253.0,-17.7,COMMERCIALLe Val-Saint-François
Le Val-Saint-François,INSTITUTIONNEL,2019-02-01,1722562.0,-17.7,INSTITUTIONNELLe Val-Saint-François
Le Val-Saint-François,RÉSIDENTIEL,2019-02-01,27923797.0,-17.7,RÉSIDENTIELLe Val-Saint-François
Maria-Chapdelaine,AGRICOLE,2019-02-01,3126507.0,-17.7,AGRICOLEMaria-Chapdelaine
Maria-Chapdelaine,COMMERCIAL,2019-02-01,8509898.0,-17.7,COMMERCIALMaria-Chapdelaine
Maria-Chapdelaine,INDUSTRIEL,2019-02-01,42484147.116129026,-17.7,INDUSTRIELMaria-Chapdelaine
Maria-Chapdelaine,INSTITUTIONNEL,2019-02-01,4040766.0,-17.7,INSTITUTIONNELMaria-Chapdelaine
Maria-Chapdelaine,RÉSIDENTIEL,2019-02-01,26621840.0,-17.7,RÉSIDENTIELMaria-Chapdelaine
Pierre-De Saurel,RÉSIDENTIEL,2019-02-01,63678070.0,-17.7,RÉSIDENTIELPierre-De Saurel
Le Val-Saint-François,INDUSTRIEL,2019-02-01,59217220.8,-17.7,INDUSTRIELLe Val-Saint-François
Coaticook,RÉSIDENTIEL,2019-02-01,10818058.0,-17.7,RÉSIDENTIELCoaticook
Mékinac,AGRICOLE,2019-02-01,1059312.0,-17.7,AGRICOLEMékinac
La Côte-de-Gaspé,INSTITUTIONNEL,2019-02-01,4302234.0,-17.7,INSTITUTIONNELLa Côte-de-Gaspé
Matawinie,RÉSIDENTIEL,2019-02-01,96324209.0,-17.7,RÉSIDENTIELMatawinie
Bellechasse,INDUSTRIEL,2019-02-01,14239340.623529412,-17.7,INDUSTRIELBellechasse
Bellechasse,INSTITUTIONNEL,2019-02-01,3529010.0,-17.7,INSTITUTIONNELBellechasse
Bellechasse,RÉSIDENTIEL,2019-02-01,36041624.0,-17.7,RÉSIDENTIELBellechasse
Matawinie,INSTITUTIONNEL,2019-02-01,2863726.0,-17.7,INSTITUTIONNELMatawinie
Mékinac,INDUSTRIEL,2019-02-01,3013793.0,-17.7,INDUSTRIELMékinac
Mékinac,COMMERCIAL,2019-02-01,2966353.0,-17.7,COMMERCIALMékinac
Rouville,RÉSIDENTIEL,2019-02-01,39508444.0,-17.7,RÉSIDENTIELRouville
Rouville,INSTITUTIONNEL,2019-02-01,32074500.24995564,-17.7,INSTITUTIONNELRouville
Charlevoix-Est,RÉSIDENTIEL,2019-02-01,18997242.0,-17.7,RÉSIDENTIELCharlevoix-Est
Bellechasse,COMMERCIAL,2019-02-01,8799248.0,-17.7,COMMERCIALBellechasse
Charlevoix-Est,INSTITUTIONNEL,2019-02-01,2447111.0,-17.7,INSTITUTIONNELCharlevoix-Est
Charlevoix-Est,COMMERCIAL,2019-02-01,7422525.0,-17.7,COMMERCIALCharlevoix-Est
Charlevoix-Est,AGRICOLE,2019-02-01,514726.0,-17.7,AGRICOLECharlevoix-Est
Matawinie,INDUSTRIEL,2019-02-01,2521701.0,-17.7,INDUSTRIELMatawinie
Mékinac,INSTITUTIONNEL,2019-02-01,790697.0,-17.7,INSTITUTIONNELMékinac
Matawinie,COMMERCIAL,2019-02-01,15150132.0,-17.7,COMMERCIALMatawinie
Matawinie,AGRICOLE,2019-02-01,2217443.0,-17.7,AGRICOLEMatawinie
Les Jardins-de-Napierville,AGRICOLE,2019-02-01,8995908.0,-17.7,AGRICOLELes Jardins-de-Napierville
Rouville,INDUSTRIEL,2019-02-01,16647497.11981567,-17.7,INDUSTRIELRouville
Rouville,COMMERCIAL,2019-02-01,8229147.0,-17.7,COMMERCIALRouville
Rouville,AGRICOLE,2019-02-01,3772592.0,-17.7,AGRICOLERouville
Charlevoix-Est,INDUSTRIEL,2019-02-01,61940367.3967742,-17.7,INDUSTRIELCharlevoix-Est
Bellechasse,AGRICOLE,2019-02-01,6999584.0,-17.7,AGRICOLEBellechasse
Bécancour,COMMERCIAL,2019-02-01,6279127.5,-17.7,COMMERCIALBécancour
Les Appalaches,RÉSIDENTIEL,2019-02-01,49922318.0,-17.7,RÉSIDENTIELLes Appalaches
Les Laurentides,AGRICOLE,2019-02-01,709845.0,-17.7,AGRICOLELes Laurentides
Antoine-Labelle,AGRICOLE,2019-02-01,1359882.0,-17.7,AGRICOLEAntoine-Labelle
Antoine-Labelle,COMMERCIAL,2019-02-01,11829461.0,-17.7,COMMERCIALAntoine-Labelle
Antoine-Labelle,INDUSTRIEL,2019-02-01,6410570.7,-17.7,INDUSTRIELAntoine-Labelle
Antoine-Labelle,INSTITUTIONNEL,2019-02-01,5673941.0,-17.7,INSTITUTIONNELAntoine-Labelle
La Côte-de-Gaspé,INDUSTRIEL,2019-02-01,1863562.0,-17.7,INDUSTRIELLa Côte-de-Gaspé
La Côte-de-Gaspé,COMMERCIAL,2019-02-01,8284272.0,-17.7,COMMERCIALLa Côte-de-Gaspé
La Côte-de-Gaspé,AGRICOLE,2019-02-01,138653.0,-17.7,AGRICOLELa Côte-de-Gaspé
Le Golfe-du-Saint-Laurent,RÉSIDENTIEL,2019-02-01,5036692.0,-17.7,RÉSIDENTIELLe Golfe-du-Saint-Laurent
Le Golfe-du-Saint-Laurent,INSTITUTIONNEL,2019-02-01,1143785.0,-17.7,INSTITUTIONNELLe Golfe-du-Saint-Laurent
Le Golfe-du-Saint-Laurent,INDUSTRIEL,2019-02-01,6785.0,-17.7,INDUSTRIELLe Golfe-du-Saint-Laurent
Le Golfe-du-Saint-Laurent,COMMERCIAL,2019-02-01,1436692.0,-17.7,COMMERCIALLe Golfe-du-Saint-Laurent
Antoine-Labelle,RÉSIDENTIEL,2019-02-01,49278133.0,-17.7,RÉSIDENTIELAntoine-Labelle
Les Maskoutains,AGRICOLE,2019-02-01,8420699.0,-17.7,AGRICOLELes Maskoutains
La Côte-de-Beaupré,AGRICOLE,2019-02-01,355789.0,-17.7,AGRICOLELa Côte-de-Beaupré
La Côte-de-Beaupré,COMMERCIAL,2019-02-01,8393609.0,-17.7,COMMERCIALLa Côte-de-Beaupré
La Côte-de-Beaupré,INDUSTRIEL,2019-02-01,1085811.0,-17.7,INDUSTRIELLa Côte-de-Beaupré
La Côte-de-Beaupré,INSTITUTIONNEL,2019-02-01,2529042.0,-17.7,INSTITUTIONNELLa Côte-de-Beaupré
La Côte-de-Beaupré,RÉSIDENTIEL,2019-02-01,40297399.0,-17.7,RÉSIDENTIELLa Côte-de-Beaupré
Les Appalaches,AGRICOLE,2019-02-01,2993943.0,-17.7,AGRICOLELes Appalaches
Les Appalaches,COMMERCIAL,2019-02-01,12841735.0,-17.7,COMMERCIALLes Appalaches
Les Appalaches,INDUSTRIEL,2019-02-01,7071347.0,-17.7,INDUSTRIELLes Appalaches
Les Appalaches,INSTITUTIONNEL,2019-02-01,3960904.0,-17.7,INSTITUTIONNELLes Appalaches
Le Fjord-du-Saguenay,INDUSTRIEL,2019-02-01,440276.0,-17.7,INDUSTRIELLe Fjord-du-Saguenay
Les Laurentides,COMMERCIAL,2019-02-01,21668932.0,-17.7,COMMERCIALLes Laurentides
Le Fjord-du-Saguenay,INSTITUTIONNEL,2019-02-01,1908041.0,-17.7,INSTITUTIONNELLe Fjord-du-Saguenay
La Haute-Gaspésie,RÉSIDENTIEL,2019-02-01,13263820.0,-17.7,RÉSIDENTIELLa Haute-Gaspésie
Beauce-Sartigan,COMMERCIAL,2019-02-01,19097780.0,-17.7,COMMERCIALBeauce-Sartigan
Beauce-Sartigan,AGRICOLE,2019-02-01,2608928.0,-17.7,AGRICOLEBeauce-Sartigan
Thérèse-De Blainville,RÉSIDENTIEL,2019-02-01,178439044.0,-17.7,RÉSIDENTIELThérèse-De Blainville
Témiscouata,AGRICOLE,2019-02-01,1704472.0,-17.7,AGRICOLETémiscouata
Témiscouata,COMMERCIAL,2019-02-01,6062171.0,-17.7,COMMERCIALTémiscouata
Témiscouata,INDUSTRIEL,2019-02-01,16375221.6,-17.7,INDUSTRIELTémiscouata
La Côte-de-Gaspé,RÉSIDENTIEL,2019-02-01,19985861.0,-17.7,RÉSIDENTIELLa Côte-de-Gaspé
Beauharnois-Salaberry,RÉSIDENTIEL,2019-02-01,78700443.0,-17.7,RÉSIDENTIELBeauharnois-Salaberry
Beauharnois-Salaberry,INSTITUTIONNEL,2019-02-01,7893899.0,-17.7,INSTITUTIONNELBeauharnois-Salaberry
Beauharnois-Salaberry,INDUSTRIEL,2019-02-01,146757862.71284178,-17.7,INDUSTRIELBeauharnois-Salaberry
Thérèse-De Blainville,INSTITUTIONNEL,2019-02-01,12149463.0,-17.7,INSTITUTIONNELThérèse-De Blainville
Beauharnois-Salaberry,COMMERCIAL,2019-02-01,24708059.9,-17.7,COMMERCIALBeauharnois-Salaberry
La Haute-Côte-Nord,RÉSIDENTIEL,2019-02-01,11806082.0,-17.7,RÉSIDENTIELLa Haute-Côte-Nord
La Haute-Côte-Nord,INSTITUTIONNEL,2019-02-01,2535502.0,-17.7,INSTITUTIONNELLa Haute-Côte-Nord
La Haute-Côte-Nord,INDUSTRIEL,2019-02-01,4440980.8,-17.7,INDUSTRIELLa Haute-Côte-Nord
La Haute-Côte-Nord,COMMERCIAL,2019-02-01,3541260.0,-17.7,COMMERCIALLa Haute-Côte-Nord
Beauharnois-Salaberry,AGRICOLE,2019-02-01,2368812.0,-17.7,AGRICOLEBeauharnois-Salaberry
Bonaventure,COMMERCIAL,2019-02-01,5881051.0,-17.7,COMMERCIALBonaventure
Bonaventure,AGRICOLE,2019-02-01,367518.0,-17.7,AGRICOLEBonaventure
Bécancour,RÉSIDENTIEL,2019-02-01,21389476.0,-17.7,RÉSIDENTIELBécancour
Bécancour,INSTITUTIONNEL,2019-02-01,5967022.653225807,-17.7,INSTITUTIONNELBécancour
Bécancour,INDUSTRIEL,2019-02-01,184274589.43087557,-17.7,INDUSTRIELBécancour
Témiscouata,INSTITUTIONNEL,2019-02-01,3219150.0,-17.7,INSTITUTIONNELTémiscouata
Thérèse-De Blainville,INDUSTRIEL,2019-02-01,13737473.9,-17.7,INDUSTRIELThérèse-De Blainville
Thérèse-De Blainville,COMMERCIAL,2019-02-01,42484190.0,-17.7,COMMERCIALThérèse-De Blainville
Thérèse-De Blainville,AGRICOLE,2019-02-01,671069.0,-17.7,AGRICOLEThérèse-De Blainville
La Haute-Gaspésie,INSTITUTIONNEL,2019-02-01,1616218.0,-17.7,INSTITUTIONNELLa Haute-Gaspésie
Les Jardins-de-Napierville,COMMERCIAL,2019-02-01,9172272.0,-17.7,COMMERCIALLes Jardins-de-Napierville
Les Jardins-de-Napierville,INDUSTRIEL,2019-02-01,3713249.0,-17.7,INDUSTRIELLes Jardins-de-Napierville
La Haute-Gaspésie,INDUSTRIEL,2019-02-01,631406.0,-17.7,INDUSTRIELLa Haute-Gaspésie
Les Jardins-de-Napierville,INSTITUTIONNEL,2019-02-01,1602667.0,-17.7,INSTITUTIONNELLes Jardins-de-Napierville
Les Jardins-de-Napierville,RÉSIDENTIEL,2019-02-01,31746846.0,-17.7,RÉSIDENTIELLes Jardins-de-Napierville
La Haute-Gaspésie,COMMERCIAL,2019-02-01,5165752.0,-17.7,COMMERCIALLa Haute-Gaspésie
La Haute-Gaspésie,AGRICOLE,2019-02-01,79715.0,-17.7,AGRICOLELa Haute-Gaspésie
La Jacques-Cartier,RÉSIDENTIEL,2019-02-01,57777466.0,-17.7,RÉSIDENTIELLa Jacques-Cartier
La Jacques-Cartier,INSTITUTIONNEL,2019-02-01,8511106.8,-17.7,INSTITUTIONNELLa Jacques-Cartier
La Jacques-Cartier,INDUSTRIEL,2019-02-01,344632.0,-17.7,INDUSTRIELLa Jacques-Cartier
La Haute-Yamaska,RÉSIDENTIEL,2019-02-01,97312543.0,-17.7,RÉSIDENTIELLa Haute-Yamaska
La Haute-Yamaska,INSTITUTIONNEL,2019-02-01,6315775.0,-17.7,INSTITUTIONNELLa Haute-Yamaska
La Haute-Yamaska,INDUSTRIEL,2019-02-01,17653874.62,-17.7,INDUSTRIELLa Haute-Yamaska
La Jacques-Cartier,COMMERCIAL,2019-02-01,8838590.0,-17.7,COMMERCIALLa Jacques-Cartier
La Jacques-Cartier,AGRICOLE,2019-02-01,544932.0,-17.7,AGRICOLELa Jacques-Cartier
Beauce-Sartigan,RÉSIDENTIEL,2019-02-01,50903307.0,-17.7,RÉSIDENTIELBeauce-Sartigan
Beauce-Sartigan,INSTITUTIONNEL,2019-02-01,4458749.0,-17.7,INSTITUTIONNELBeauce-Sartigan
Beauce-Sartigan,INDUSTRIEL,2019-02-01,27358323.0,-17.7,INDUSTRIELBeauce-Sartigan
Témiscouata,RÉSIDENTIEL,2019-02-01,19624807.0,-17.7,RÉSIDENTIELTémiscouata
La Haute-Côte-Nord,AGRICOLE,2019-02-01,165838.0,-17.7,AGRICOLELa Haute-Côte-Nord
La Haute-Yamaska,COMMERCIAL,2019-02-01,25749962.0,-17.7,COMMERCIALLa Haute-Yamaska
La Haute-Yamaska,AGRICOLE,2019-02-01,2874250.0,-17.7,AGRICOLELa Haute-Yamaska
Le Fjord-du-Saguenay,RÉSIDENTIEL,2019-02-01,29811364.0,-17.7,RÉSIDENTIELLe Fjord-du-Saguenay
Les Etchemins,RÉSIDENTIEL,2019-02-01,16181828.0,-17.7,RÉSIDENTIELLes Etchemins
Bécancour,AGRICOLE,2019-02-01,3218612.0,-17.7,AGRICOLEBécancour
Abitibi,AGRICOLE,2019-02-01,659497.0,-17.7,AGRICOLEAbitibi
Pontiac,INSTITUTIONNEL,2019-02-01,1469059.0,-17.7,INSTITUTIONNELPontiac
Bonaventure,INDUSTRIEL,2019-02-01,914208.0,-17.7,INDUSTRIELBonaventure
Vaudreuil-Soulanges,AGRICOLE,2019-02-01,4391465.0,-17.7,AGRICOLEVaudreuil-Soulanges
Le Haut-Saint-Laurent,RÉSIDENTIEL,2019-02-01,28167963.0,-17.7,RÉSIDENTIELLe Haut-Saint-Laurent
Les Etchemins,COMMERCIAL,2019-02-01,3918893.0,-17.7,COMMERCIALLes Etchemins
Le Granit,AGRICOLE,2019-02-01,2690348.0,-17.7,AGRICOLELe Granit
Bonaventure,INSTITUTIONNEL,2019-02-01,2589469.0,-17.7,INSTITUTIONNELBonaventure
Le Fjord-du-Saguenay,COMMERCIAL,2019-02-01,4483392.0,-17.7,COMMERCIALLe Fjord-du-Saguenay
La Rivière-du-Nord,AGRICOLE,2019-02-01,722571.0,-17.7,AGRICOLELa Rivière-du-Nord
Les Etchemins,AGRICOLE,2019-02-01,1056617.0,-17.7,AGRICOLELes Etchemins
Vaudreuil-Soulanges,COMMERCIAL,2019-02-01,36929497.5,-17.7,COMMERCIALVaudreuil-Soulanges
Vaudreuil-Soulanges,INSTITUTIONNEL,2019-02-01,9030434.0,-17.7,INSTITUTIONNELVaudreuil-Soulanges
Vaudreuil-Soulanges,INDUSTRIEL,2019-02-01,9676486.0,-17.7,INDUSTRIELVaudreuil-Soulanges
La Rivière-du-Nord,COMMERCIAL,2019-02-01,30404153.7,-17.7,COMMERCIALLa Rivière-du-Nord
La Rivière-du-Nord,INDUSTRIEL,2019-02-01,14906718.2,-17.7,INDUSTRIELLa Rivière-du-Nord
Pontiac,AGRICOLE,2019-02-01,1074346.0,-17.7,AGRICOLEPontiac
Pontiac,COMMERCIAL,2019-02-01,3238110.0,-17.7,COMMERCIALPontiac
Le Granit,COMMERCIAL,2019-02-01,5436288.0,-17.7,COMMERCIALLe Granit
